Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2018,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.3
2018,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2019,,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2019,Early neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.2
2019,Late neonatal,,4000 and over,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2019,,,Implausible birthweight,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,27.1
2019,Early neonatal,,Implausible birthweight,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.1
2019,Late neonatal,,Implausible birthweight,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.0
2005,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.3
2005,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.1
2005,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.2
2006,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.3
2006,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,16.9
2006,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.4
2007,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.8
2007,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,16.4
2007,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.4
2008,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.2
2008,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.1
2008,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,3.1
2009,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,37.6
2009,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,33.2
2009,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2010,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.8
2010,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.6
2010,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2011,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.7
2011,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.4
2011,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.3
2012,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.1
2012,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.7
2012,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.4
2013,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.9
2013,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.5
2013,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.3
2014,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,18.7
2014,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,13.8
2014,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.9
2015,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.6
2015,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,15.8
2015,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.8
2016,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.0
2016,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,17.7
2016,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.3
2017,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.3
2017,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,13.0
2017,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.2
2018,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,18.4
2018,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,14.1
2018,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2019,,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,22.0
2019,Early neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,22.0
2019,Late neonatal,,Not stated,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2005,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,418.1
2005,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,338.0
2005,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,80.1
2006,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,403.0
2006,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,308.0
2006,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,95.1
2007,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,386.1
2007,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,312.7
2007,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,73.4
2008,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,318.0
2008,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,233.2
2008,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,84.8
2009,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,324.9
2009,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,274.3
2009,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,50.6
2010,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,268.7
2010,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,223.9
2010,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,44.8
2011,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,252.3
2011,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,229.7
2011,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,22.5
2012,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,333.3
2012,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,294.7
2012,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,38.6
2013,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,382.5
2013,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,316.9
2013,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,65.6
2014,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,275.9
2014,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,234.5
2014,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,41.4
2015,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,371.4
2015,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,335.7
2015,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,35.7
2016,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,379.3
2016,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,331.0
2016,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,48.3
2017,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,470.0
2017,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,410.0
2017,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,60.0
2018,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,300.0
2018,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,270.0
2018,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,30.0
2019,,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,300.0
2019,Early neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,237.5
2019,Late neonatal,19 and under,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,62.5
2005,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,384.2
2005,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,316.9
2005,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,67.3
2006,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,370.8
2006,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,297.0
2006,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,73.8
2007,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,327.6
2007,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,285.0
2007,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,42.7
2008,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,292.4
2008,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,236.7
2008,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,55.6
2009,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,291.0
2009,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,238.6
2009,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,52.4
2010,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,284.3
2010,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,233.0
2010,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,51.3
2011,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,314.2
2011,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,259.9
2011,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,54.3
2012,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,272.6
2012,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,240.9
2012,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.7
2013,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,252.7
2013,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,204.0
2013,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,48.7
2014,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,271.2
2014,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,240.2
2014,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,31.1
2015,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,273.5
2015,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,241.5
2015,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,31.9
2016,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,292.1
2016,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,249.4
2016,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,42.7
2017,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,378.3
2017,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,325.4
2017,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,52.9
2018,,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,330.1
2018,Early neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,293.7
2018,Late neonatal,20 to 24,Under 1000,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,36.4
